Unnamed: 0,realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat,weekends,city,geometry,index_right,gml_id,Gemeinde_name,Gemeinde_schluessel,Land_name,Land_schluessel,Schluessel_gesamt
41,614.4400440559605,Private room,0,1,4,0,0,1,9,96,1,0.495828246257032,0.3327422132904341,717.4464437652888,37.98926590667624,848.4048418794097,59.11807000026306,4.899690000000001,52.37513,0,Amsterdam,POINT (4.899690000000001 52.37513),,,,,,,
42,467.0400487427648,Private room,0,1,3,0,0,1,10,94,1,0.5143556615734999,0.2772111229812157,589.2808024041849,31.20281003658549,873.3642985244994,60.85728084899449,4.90027,52.37469,0,Amsterdam,POINT (4.90027 52.37469),,,,,,,
43,716.3780376350386,Entire home/apt,0,0,5,1,0,0,10,96,2,3.69500542587883,0.3975279375938017,116.7239960524764,6.180613148565572,147.2522745503008,10.26075034564688,4.841,52.38253,0,Amsterdam,POINT (4.841 52.38253),,,,,,,
44,350.1042813957304,Private room,0,1,2,0,1,0,10,91,0,1.09786925897544,0.9569279642150376,293.0606698577352,15.5177571939521,426.5718862112776,29.72414274925484,4.88774,52.38254000000001,0,Amsterdam,POINT (4.88774 52.38254000000001),,,,,,,
45,319.6400534295691,Private room,0,1,2,0,0,1,10,97,1,0.3846115997106273,0.3126380462316873,666.9076246495788,35.31320185383912,811.4863437935289,56.54553593820981,4.89831,52.37457,0,Amsterdam,POINT (4.89831 52.37457),,,,,,,
46,467.0400487427648,Private room,0,1,3,0,0,1,10,96,1,0.4715465422801259,0.1432629485982863,767.0988273089583,40.61839260697921,825.0527697607004,57.49086401790815,4.90002,52.37341,0,Amsterdam,POINT (4.90002 52.37341),,,,,,,
47,983.2915426616364,Entire home/apt,0,0,3,1,0,0,10,100,2,1.430511057715657,1.352586935371523,322.0187686284394,17.05110776515093,423.352724326681,29.49982691765942,4.87317,52.36917,0,Amsterdam,POINT (4.87317 52.36917),,,,,,,
48,298.7837742835048,Private room,0,1,2,1,0,0,9,94,0,4.224208587262892,1.519311044476811,108.7458918576504,5.758167230375796,138.7867311271488,9.670859100364115,4.93986,52.34829000000001,0,Amsterdam,POINT (4.93986 52.34829000000001),,,,,,,
49,196.6114404893024,Private room,0,1,4,0,0,0,9,94,1,6.198278628987274,2.371266861697851,65.76107993501923,3.482092877693492,81.38426747691128,5.670972847069203,4.96617,52.40648,0,Amsterdam,POINT (4.96617 52.40648),,,,,,,
50,430.248634968247,Entire home/apt,0,0,2,0,0,0,10,96,1,3.019440853142974,0.7924066228604738,144.5499838081034,7.654017689281721,182.7619838156324,12.73511797582979,4.84941,52.37788,0,Amsterdam,POINT (4.84941 52.37788),,,,,,,
51,319.6400534295691,Private room,0,1,2,0,0,1,9,95,1,0.3633454412498557,0.2096397288159174,1238.46677735332,65.57763876358618,755.1322211354874,52.61869959352163,4.89843,52.3734,0,Amsterdam,POINT (4.89843 52.3734),,,,,,,
